has_menu,last_updated,location_id,open_24_hours,regional_director,store_close,store_name,store_number,store_open,telephone,address,city,state,zip,longitude,latitude,unleaded_price,plus_price,premium_price,diesel_price,has_food,has_fuel,has_restrooms,has_ethanol_free_gas,has_tesla_charging_station
True,2019-03-31 16:02:00,05126,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5126",05126,00:00:00,863-294-7134,1490 3RD ST SW,WINTER HAVEN,FL,33880-3915,-81.730256,28.008251,2.689,2.989,3.219,2.859,True,True,True,True,False
True,2019-03-31 16:02:00,05127,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5127",05127,00:00:00,813-620-3076,2604 South U.S. Highway 301,Tampa,FL,33619,-82.349026,27.923308,2.669,2.969,3.199,2.899,True,True,True,True,False
True,2019-03-31 16:02:00,05128,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5128",05128,00:00:00,407-388-1488,23 Seminola Blvd.,Casselberry,FL,32707,-81.33345,28.683515,2.629,2.929,3.159,2.959,True,True,True,True,False
True,2019-03-31 16:02:00,05129,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5129",05129,00:00:00,727-391-1483,9501 Bay Pines Blvd.,SAINT PETERSBURG,FL,33708,-82.770535,27.81463,2.669,2.969,3.199,2.879,True,True,True,True,False
True,2019-03-31 16:02:00,05130,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5130",05130,00:00:00,407-897-8117,3025 Curry Ford Rd.,Orlando,FL,32806,-81.345,28.524709,2.699,2.999,3.229,2.949,True,True,True,True,False
True,2019-03-31 16:02:00,05131,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5131",05131,00:00:00,407-382-4185,2225 South Goldenrod Rd.,Orlando,FL,32822,-81.288861,28.516088,2.689,2.989,3.219,2.869,True,True,True,True,False
True,2019-03-31 16:02:00,05132,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5132",05132,00:00:00,407-852-0360,13585 S. Orange Ave.,Orlando,FL,32824,-81.382357,28.365697,2.739,3.039,3.269,2.969,True,True,True,True,False
True,2019-03-31 16:02:00,05133,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5133",05133,00:00:00,813-620-3518,10115 Bloomingdale Ave.,Riverview,FL,33578,-82.33584,27.89312,2.669,2.969,3.199,2.769,True,True,True,True,False
True,2019-03-31 16:02:00,05134,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5134",05134,00:00:00,407-249-9474,608 N. Goldenrod Rd.,Orlando,FL,32807,-81.286753,28.553291,2.719,3.019,3.249,2.819,True,True,True,True,False
True,2019-03-31 16:02:00,05135,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5135",05135,00:00:00,407-629-0167,901 N. Orlando Ave.,Winter Park,FL,32789,-81.365921,28.605053,2.719,3.019,3.249,2.949,True,True,True,True,False
True,2019-03-31 16:02:00,05136,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5136",05136,00:00:00,407-859-3826,6500 South Semoran Blvd.,Orlando,FL,32822,-81.31176,28.4699,2.689,2.989,3.289,2.899,True,True,True,False,False
True,2019-03-31 16:02:00,05137,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5137",05137,00:00:00,863-967-3710,334 HAVENDALE BLVD,AUBURNDALE,FL,33823,-81.778958,28.054658,2.719,3.019,3.249,2.879,True,True,True,True,False
True,2019-03-31 16:02:00,05138,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5138",05138,00:00:00,407-856-4631,8574 S. Orange Blossom Trail,Orlando,FL,32809,-81.404448,28.440562,2.729,3.039,3.339,2.899,True,True,True,True,False
True,2019-03-31 16:02:00,05139,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5139",05139,00:00:00,813-884-2031,5702 W. Waters Ave.,Tampa,FL,33634,-82.542424,28.024802,2.749,3.049,3.349,2.919,True,True,True,True,False
True,2019-03-31 16:02:00,05140,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5140",05140,00:00:00,407-884-0732,449 West Main St.,Apopka,FL,32712,-81.521033,28.679858,2.699,2.999,3.229,3.019,True,True,True,True,False
True,2019-03-31 16:02:00,05141,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5141",05141,00:00:00,727-228-3122,8910 Ulmerton Rd.,Largo,FL,33771,-82.763019,27.893661,2.699,2.999,3.229,2.889,True,True,True,True,False
True,2019-03-31 16:01:00,05142,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5142",05142,00:00:00,407-275-6205,14548 E Colonial Dr.,Orlando,FL,32826,-81.166472,28.564604,2.729,3.029,3.329,2.999,True,True,True,True,False
True,2019-03-31 16:01:00,05143,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5143",05143,00:00:00,321-677-0394,4391 W. Vine St.,Kissimmee,FL,34746,-81.457422,28.304796,2.739,3.039,3.269,2.959,True,True,True,True,False
True,2019-03-31 16:01:00,05144,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5144",05144,00:00:00,352-243-2594,1909 S  HIGHWAY 27,CLERMONT,FL,34711,-81.740411,28.542605,2.689,2.989,3.219,2.899,True,True,True,True,False
True,2019-03-31 16:01:00,05145,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5145",05145,00:00:00,407-384-7545,11750 University Blvd,Orlando,FL,32817,-81.214563,28.597051,2.719,3.019,3.249,2.859,True,True,True,True,False
True,2019-03-31 16:01:00,05146,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5146",05146,00:00:00,813-620-0480,7408 Hillsborough Ave.,Tampa,FL,33610,-82.372329,27.996926,2.759,3.059,3.289,2.939,True,True,True,True,False
True,2019-03-31 16:01:00,05147,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5147",05147,00:00:00,727-595-7850,12750 Walsingham Rd.,Largo,FL,33774,-82.815435,27.879749,2.699,2.999,3.229,2.879,True,True,True,True,False
True,2019-03-31 16:01:00,05148,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5148",05148,00:00:00,727-521-5627,3650 34th St. North,St. Petersburg,FL,33713,-82.680423,27.805472,2.699,2.999,3.229,2.799,True,True,True,True,False
True,2019-03-31 16:01:00,05149,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5149",05149,00:00:00,727-531-1061,15701 US Highway 19 N,Clearwater,FL,33764,-82.728628,27.915458,2.739,3.039,3.269,2.879,True,True,True,True,False
True,2019-03-31 16:01:00,05150,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5150",05150,00:00:00,407-835-8985,1200 West Colonial Drive,Orlando,FL,32805,-81.396363,28.55256,2.749,3.049,3.349,2.999,True,True,True,True,False
True,2019-03-31 16:01:00,05151,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5151",05151,00:00:00,813-654-8763,2224 Bloomingdale Ave.,Valrico,FL,33594,-82.245191,27.894419,2.699,2.989,3.229,2.869,True,True,True,True,False
True,2019-03-31 16:01:00,05152,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5152",05152,00:00:00,813-661-6414,2926 E. STATE RD 60,VALRICO,FL,33594,-82.235868,27.938597,2.679,2.979,3.209,2.869,True,True,True,True,False
True,2019-03-31 16:01:00,05153,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5153",05153,00:00:00,407-895-7521,4100 E. Colonial Drive,Orlando,FL,32803,-81.334023,28.552744,2.739,3.039,3.339,2.989,True,True,True,True,False
True,2019-03-31 16:01:00,05154,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5154",05154,00:00:00,813-631-5131,804 E. Bears Ave,Tampa,FL,33613,-82.452012,28.088484,2.699,2.999,3.229,2.899,True,True,True,True,False
True,2019-03-31 16:01:00,05155,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5155",05155,00:00:00,407-812-9790,12083 S ORANGE BLOSSOM TRAIL,ORLANDO,FL,32837-5912,-81.40453,28.39058,2.739,3.039,3.269,2.919,True,True,True,True,False
True,2019-03-31 16:01:00,05156,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5156",05156,00:00:00,407-262-0305,162 E SR 434,Longwood,FL,32750,-81.345069,28.697218,2.629,2.929,3.159,2.939,True,True,True,True,False
True,2019-03-31 16:01:00,05157,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5157",05157,00:00:00,407-855-9716,3100 S. Orange Avenue,Orlando,FL,32806,-81.377006,28.50884,2.739,3.039,3.339,2.939,True,True,True,True,False
True,2019-03-31 16:01:00,05158,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5158",05158,00:00:00,407-302-4618,2690 W. 25th Street,Sanford,FL,32771,-81.297031,28.787176,2.669,2.969,3.199,2.949,True,True,True,True,False
True,2019-03-31 16:01:00,05159,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5159",05159,00:00:00,727-822-8168,2465 22nd Avenue North,St. Petersburg,FL,33713,-82.666714,27.792693,2.699,2.999,3.259,2.859,True,True,True,True,False
True,2019-03-31 16:01:00,05160,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5160",05160,00:00:00,407-248-1213,6500 W SAND LAKE RD,ORLANDO,FL,32819,-81.466542,28.449618,2.739,3.039,3.269,2.919,True,True,True,True,True
True,2019-03-31 16:01:00,05161,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5161",05161,00:00:00,407-273-0913,12321 E. Colonial Drive,Orlando,FL,32826,-81.195547,28.566165,2.729,3.029,3.259,2.999,True,True,True,True,False
True,2019-03-31 16:01:00,05162,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5162",05162,00:00:00,813-752-1508,2705 THONOTOSASSA RD,PLANT CITY,FL,33563,-82.15198,28.025901,2.699,2.999,3.229,2.899,True,True,True,True,False
True,2019-03-31 16:01:00,05163,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5163",05163,00:00:00,727-442-7506,2177 Gulf to Bay Blvd,Clearwater,FL,33758,-82.74743,27.959922,2.699,2.999,3.229,2.899,True,True,True,True,False
True,2019-03-31 16:01:00,05164,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5164",05164,00:00:00,407-291-1394,5820 Edgewater Drive,Orlando,FL,32810,-81.416107,28.610325,2.719,3.019,3.249,2.949,True,True,True,True,False
True,2019-03-31 16:01:00,05165,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5165",05165,00:00:00,941-900-4449,701 1st Street E,Bradenton,FL,34205,-82.562116,27.493399,2.709,3.009,3.239,2.819,True,True,True,True,False
True,2019-03-31 16:01:00,05166,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5166",05166,00:00:00,407-465-0263,7940 West Irlo Bronson Hwy,Kissimmee,FL,34747,-81.604782,28.345251,2.739,3.039,3.269,2.879,True,True,True,True,False
True,2019-03-31 16:01:00,05167,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5167",05167,00:00:00,813-677-0251,9617 Highway 301 South,Riverview,FL,33578,-82.327528,27.858429,2.669,2.969,3.199,2.869,True,True,True,True,False
True,2019-03-31 16:01:00,05168,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5168",05168,00:00:00,239-275-4142,2370 COLONIAL BLVD,FORT MYERS,FL,33907,-81.864265,26.596327,2.719,3.019,3.249,2.779,True,True,True,True,False
True,2019-03-31 16:01:00,05169,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5169",05169,00:00:00,239-275-1020,12701 S CLEVELAND AVE,FORT MYERS,FL,33907,-81.870949,26.557702,2.719,3.019,3.249,2.829,True,True,True,True,False
True,2019-03-31 16:01:00,05170,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5170",05170,00:00:00,239-458-1064,1622 NE PINE ISLAND ROAD,CAPE CORAL,FL,33909,-81.940393,26.667043,2.659,2.959,3.189,2.799,True,True,True,True,False
True,2019-03-31 16:01:00,05171,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5171",05171,00:00:00,386-456-0015,2522 ENTERPRISE RD,ORANGE CITY,FL,32763,-81.295966,28.917039,2.739,3.039,3.269,2.989,True,True,True,True,False
True,2019-03-31 16:01:00,05172,True,"PREVOST, DAVID",00:00:00,"WAWA, STORE # 5172",05172,00:00:00,386-763-5503,1031 Dunlawton Ave,PORT ORANGE,FL,32127,-81.006818,29.127328,2.699,2.999,3.229,2.869,True,True,True,True,False
True,2019-03-31 16:01:00,05173,True,"PREVOST, DAVID",00:00:00,"WAWA, STORE # 5173",05173,00:00:00,386-767-7554,1740 DUNLAWTON AVE,PORT ORANGE,FL,32127,-81.024573,29.111624,2.699,2.999,3.229,2.869,True,True,True,True,False
True,2019-03-31 16:01:00,05174,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5174",05174,00:00:00,407-207-4082,9235 NARCOOSEE RD,ORLANDO,FL,32827,-81.256234,28.432869,2.719,3.019,3.249,2.899,True,True,True,True,False
True,2019-03-31 16:01:00,05175,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5175",05175,00:00:00,813-671-9506,13026 S US HIGHWAY 301,RIVERVIEW,FL,33578,-82.33385,27.796843,2.689,2.989,3.219,2.879,True,True,True,True,False
True,2019-03-31 16:01:00,05176,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5176",05176,00:00:00,727-581-0206,1215 N. MISSOURI AVE,LARGO,FL,33770,-82.78827,27.92874,2.719,3.019,3.249,2.899,True,True,True,True,False
True,2019-03-31 16:01:00,05177,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5177",05177,00:00:00,941-756-1249,5306 14th STREET,BRADENTON,FL,34207,-82.575795,27.447267,2.689,2.989,3.219,2.799,True,True,True,True,False
True,2019-03-31 16:01:00,05178,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5178",05178,00:00:00,941-749-0560,4455 SR 64 EAST,BRADENTON,FL,34208,-82.508273,27.499181,2.679,2.979,3.209,2.899,True,True,True,True,False
True,2019-03-31 16:01:00,05179,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5179",05179,00:00:00,407-389-4281,919 West SR 436,Altamonte Springs,FL, 32714,-81.420621,28.666068,2.689,2.999,3.299,3.009,True,True,True,True,False
True,2019-03-31 16:01:00,05181,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5181",05181,00:00:00,727-934-7464,1929 US HIGHWAY 19,HOLIDAY,FL,34691,-82.740976,28.186839,2.699,2.999,3.229,2.879,True,True,True,True,False
True,2019-03-31 16:01:00,05182,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5182",05182,00:00:00,407-658-4515,9955 LEE VISTA BLVD,ORLANDO,FL,32829,-81.247782,28.479125,2.679,2.979,3.209,2.879,True,True,True,True,False
True,2019-03-31 16:01:00,05183,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5183",05183,00:00:00,813-873-3649,1760 HILLSBOROUGH AVE,TAMPA,FL,33603-1131,-82.477396,27.995524,2.699,2.999,3.229,2.919,True,True,True,True,False
True,2019-03-31 16:01:00,05184,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5184",05184,00:00:00,352-597-8029,12984 CORTEZ BLVD,BROOKSVILLE,FL,34613-6803,-82.513261,28.532749,2.729,3.029,3.259,2.929,True,True,True,True,False
True,2019-03-31 16:01:00,05185,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5185",05185,00:00:00,941-752-3013,14510 STATE RD SR 70 EAST,BRADENTON,FL,34202,-82.394639,27.431027,2.749,3.049,3.279,2.899,True,True,True,True,False
True,2019-03-31 16:01:00,05186,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5186",05186,00:00:00,407-262-0338,1390 E ALTAMONTE DRIVE,ALTAMONTE SPRINGS,FL,32701-5012,-81.345949,28.663017,2.609,2.909,3.139,2.999,True,True,True,True,False
True,2019-03-31 16:01:00,05187,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5187",05187,00:00:00,407-856-5960,14876 NARCOOSSE RD,ORLANDO,FL,32832,-81.233716,28.34851,2.729,3.029,3.259,2.899,True,True,True,True,False
True,2019-03-31 16:01:00,05189,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5189",05189,00:00:00,407-363-0455,3501 MILLENIA BLVD,ORLANDO,FL,32839,-81.41833,28.49341,2.679,2.989,3.249,2.959,True,True,True,True,False
True,2019-03-31 16:01:00,05190,True,"PREVOST, DAVID",00:00:00,"WAWA, STORE # 5190",05190,00:00:00,321-255-4861,5605 WICKHAM RD,PALM SHORES,FL,32940,-80.671631,28.201256,2.699,2.999,3.239,2.889,True,True,True,True,False
True,2019-03-31 16:01:00,05191,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5191",05191,00:00:00,727-400-3988,15524 N. DALE MABRY HIGHWAY,TAMPA,FL,33618,-82.50318,28.093287,2.699,2.999,3.229,2.879,True,True,True,True,False
True,2019-03-31 16:01:00,05192,True,"PREVOST, DAVID",00:00:00,"WAWA, STORE # 5192",05192,00:00:00,321-952-4923,3161 W New Haven Ave,Melbourne,FL,32904,-80.673983,28.078527,2.699,2.899,3.229,2.849,True,True,True,True,False
True,2019-03-31 16:01:00,05193,True,"PREVOST, DAVID",00:00:00,"WAWA, STORE # 5193",05193,00:00:00,954-526-2290,6350 STIRLING ROAD,DAVIE,FL,33314,-80.230696,26.045367,2.669,2.979,3.229,2.999,True,True,True,True,False
True,2019-03-31 16:01:00,05194,True,"PREVOST, DAVID",00:00:00,"WAWA, STORE # 5194",05194,00:00:00,954-657-8220,3601 N. FEDERAL HWY,POMPANO BEACH,FL,33064,-80.09727,26.276423,2.739,3.039,3.269,2.999,True,True,True,True,False
True,2019-03-31 16:01:00,05195,True,"PREVOST, DAVID",00:00:00,"WAWA, STORE # 5195",05195,00:00:00,754-200-2987,2271 W. SAMPLE RD,DEERFIELD BEACH,FL,33442,-80.152778,26.274901,2.759,3.059,3.289,2.809,True,True,True,True,False
True,2019-03-31 16:01:00,05196,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5196",05196,00:00:00,813-867-2100,8325 N FLORIDA AVE,TAMPA,FL,33604-3005,-82.45881,28.0248,2.699,2.999,3.229,2.899,True,True,True,True,False
True,2019-03-31 16:01:00,05197,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5197",05197,00:00:00,813-400-5296,1710 W. BRANDON BLVD,BRANDON,FL,33510,-82.309747,27.937242,2.669,2.969,3.199,2.889,True,True,True,True,False
True,2019-03-31 16:01:00,05198,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5198",05198,00:00:00,813-494-2579,16620 S. US 301,WIMAUMA,FL,33598,-82.334282,27.711878,2.679,2.979,3.209,2.849,True,True,True,True,False
True,2019-03-31 16:01:00,05199,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5199",05199,00:00:00,813-977-7493,2325 E. FLETCHER AVE,TAMPA,FL,33612,-82.4306,28.06924,2.699,2.999,3.229,2.859,True,True,True,True,False
True,2019-03-31 16:01:00,05200,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5200",05200,00:00:00,239-226-1480,11031 COLONIAL BLVD,FORT MYERS,FL,33905-5400,-81.769824,26.617479,2.729,3.029,3.259,2.829,True,True,True,True,False
True,2019-03-31 16:01:00,05201,True,"PREVOST, DAVID",00:00:00,"WAWA, STORE # 5201",05201,00:00:00,772-323-8736,1180 US HWY 1,VERO BEACH,FL,32960,-80.388909,27.623033,2.699,2.999,3.229,2.939,True,True,True,True,False
True,2019-03-31 16:01:00,05202,True,"PREVOST, DAVID",00:00:00,"WAWA, STORE # 5202",05202,00:00:00,772-453-4096,9050 20TH STREET,VERO BEACH,FL,32966,-80.513223,27.639853,2.799,3.099,3.359,2.999,True,True,True,True,False
True,2019-03-31 16:01:00,05203,True,"FILANO, DAVE",00:00:00,"WAWA, STORE # 5203",05203,00:00:00,941-756-7175,4506 53RD AVE,BRADENTON,FL,34203,-82.504835,27.445373,2.729,3.029,3.269,2.959,True,True,True,True,False
True,2019-03-31 16:01:00,05204,True,"PREVOST, DAVID",00:00:00,"WAWA, STORE # 5204",05204,00:00:00,772-228-4780,2401 S. KANNER HWY,STUART,FL,34994-4613,-80.252321,27.175358,2.779,3.079,3.309,2.999,True,True,True,True,False
True,2019-03-31 16:01:00,05205,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5205",05205,00:00:00,321-257-8121,3951 CENTRAL FLORIDA PKWY,ORLANDO,FL,32837,-81.42195,28.41153,2.739,3.039,3.269,2.919,True,True,True,True,False
True,2019-03-31 16:01:00,05206,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5206",05206,00:00:00,321-663-0766,1201 S SEMORAN BLVD,ORLANDO,FL,32807,-81.309866,28.528127,2.689,2.989,3.219,2.899,True,True,True,True,False
True,2019-03-31 16:01:00,05207,True,"HASHER, STEVE",00:00:00,"WAWA, STORE # 5207",05207,00:00:00,407-552-9123,10052 Curry Ford Rd,Orlando,FL,32825,-81.241,28.5094,2.689,2.989,3.219,2.879,True,True,True,True,False
